"building_name","room_number","abbr","number","reg_number","start_time","end_time","session_start","session_end","is_sunday","is_monday","is_tuesday","is_wednesday","is_thursday","is_friday","is_saturday"
"Arr","Arr","APY","499TUT","11744","0","0","2022-01-31","2022-05-13","False","False","False","False","False","False","False"
"Arr","Arr","APY","499TUT","11611","0","0","2022-01-31","2022-05-13","False","False","False","False","False","False","False"
"Arr","Arr","APY","499TUT","13231","0","0","2022-01-31","2022-05-13","False","False","False","False","False","False","False"
"Spaulding","158","APY","461LEC","21850","1530","1810","2022-01-31","2022-05-13","False","False","False","False","True","False","False"
"Academ","170","APY","168LEC","17503","1300","1350","2022-01-31","2022-05-13","False","True","False","True","False","True","False"
"Academ","352","APY","444SEM","23617","1230","1510","2022-01-31","2022-05-13","False","False","False","True","False","False","False"
"Baldy","113","APY","421SEM","23744","1700","1940","2022-01-31","2022-05-13","False","True","False","False","False","False","False"
"Talbrt","112","APY","402SEM","20721","1400","1520","2022-01-31","2022-05-13","System.Object[]","System.Object[]","System.Object[]","System.Object[]","System.Object[]","System.Object[]","System.Object[]"
"Anderson","206","APY","414SEM","23754","930","1210","2022-01-31","2022-05-13","False","True","False","False","False","False","False"
"Clemen","21","APY","420SEM","23647","1230","1350","2022-01-31","2022-05-13","False","False","True","False","True","False","False"
"Academ","351","APY","410SEM","23616","930","1050","2022-01-31","2022-05-13","False","False","True","False","True","False","False"
"Hayes","403","ARC","112LAB","22430","1300","1440","2022-01-31","2022-05-13","False","False","False","True","False","False","False"
"Nsc","215","ARC","122LAB","17983","1800","2040","2022-01-31","2022-05-13","False","False","True","False","False","False","False"
"Hayesc","05","ARC","442LLB","17774","1200","1350","2022-01-31","2022-05-13","False","False","False","False","True","False","False"
"Hayes","403","ARC","442LLB","13555","1200","1350","2022-01-31","2022-05-13","False","False","True","False","False","False","False"
"Dfn","103","ARC","475LEC","19681","1400","1520","2022-01-31","2022-05-13","System.Object[]","System.Object[]","System.Object[]","System.Object[]","System.Object[]","System.Object[]","System.Object[]"
"Hayes","327","ARC","490LEC","20025","1700","1940","2022-01-31","2022-05-13","False","False","False","False","True","False","False"
"Hayesc","05","ARC","302LAB","15069","900","1220","2022-01-31","2022-05-13","False","True","False","True","False","True","False"
"Hayesb","08","ARC","498DIS","22868","1700","1940","2022-01-31","2022-05-13","System.Object[]","System.Object[]","System.Object[]","System.Object[]","System.Object[]","System.Object[]","System.Object[]"
"Hayesb","06","ARC","498DIS","22869","1700","1940","2022-01-31","2022-05-13","System.Object[]","System.Object[]","System.Object[]","System.Object[]","System.Object[]","System.Object[]","System.Object[]"
"Hayes","403","ARC","312LAB","22428","1900","2040","2022-01-31","2022-05-13","False","False","False","False","True","False","False"
"Arr","Arr","ARC","499TUT","11454","0","0","2022-01-31","2022-05-13","False","False","False","False","False","False","False"
"Arr","Arr","ARC","499TUT","17693","0","0","2022-01-31","2022-05-13","False","False","False","False","False","False","False"
"Arr","Arr","ARC","499TUT","11590","0","0","2022-01-31","2022-05-13","False","False","False","False","False","False","False"
"Arr","Arr","ARC","499TUT","13105","0","0","2022-01-31","2022-05-13","False","False","False","False","False","False","False"
"Arr","Arr","ARC","499TUT","12269","0","0","2022-01-31","2022-05-13","False","False","False","False","False","False","False"
"Arr","Arr","ARC","499TUT","12437","0","0","2022-01-31","2022-05-13","False","False","False","False","False","False","False"
"Arr","Arr","ARC","499TUT","10965","0","0","2022-01-31","2022-05-13","False","False","False","False","False","False","False"
"Arr","Arr","ARC","499TUT","18610","0","0","2022-01-31","2022-05-13","False","False","False","False","False","False","False"
"Arr","Arr","ARC","499TUT","11085","0","0","2022-01-31","2022-05-13","False","False","False","False","False","False","False"
"Arr","Arr","ARC","499TUT","12166","0","0","2022-01-31","2022-05-13","False","False","False","False","False","False","False"
"Arr","Arr","ARC","499TUT","15212","0","0","2022-01-31","2022-05-13","False","False","False","False","False","False","False"
"Arr","Arr","ARC","499TUT","15349","0","0","2022-01-31","2022-05-13","False","False","False","False","False","False","False"
"Hayes","217","ARC","333LEC","23787","1400","1640","2022-01-31","2022-05-13","False","True","False","False","False","False","False"
"Cooke","121","ARC","300LEC","18236","1830","2110","2022-01-31","2022-05-13","False","True","False","False","False","False","False"
"Nsc","210","ARC","320LEC","20074","1830","2110","2022-01-31","2022-05-13","False","False","True","False","False","False","False"
"Hayes","401","ARC","316LEC","21240","1530","1650","2022-01-31","2022-05-13","False","False","True","False","True","False","False"
"Parker","Arr","ARC","352LAB","24363","1200","1320","2022-01-31","2022-05-13","False","False","False","False","True","False","False"
"Hayes","403","ARC","234LR","10521","1400","1520","2022-01-31","2022-05-13","False","False","True","False","True","False","False"
"Hayesb","06","ARC","234LR","13963","1240","1330","2022-01-31","2022-05-13","False","False","False","True","False","False","False"
"Hayesb","08","ARC","234LR","13926","1240","1330","2022-01-31","2022-05-13","False","False","False","True","False","False","False"
"Hayes","217","ARC","234LR","18515","1240","1330","2022-01-31","2022-05-13","False","False","False","True","False","False","False"
"Hayesb","06","ARC","234LR","13965","1350","1440","2022-01-31","2022-05-13","False","False","False","True","False","False","False"
"Hayesb","08","ARC","234LR","13929","1350","1440","2022-01-31","2022-05-13","False","False","False","True","False","False","False"
"Hayes","403","ARC","482LEC","13595","1530","1810","2022-01-31","2022-05-13","False","False","True","False","False","False","False"
"Hayesb","01","ARC","202LAB","15073","900","1220","2022-01-31","2022-05-13","False","True","False","True","False","True","False"
"Hayes","Arr","ARC","436DIS","24490","1800","2040","2022-01-31","2022-05-13","False","False","True","False","False","False","False"
"Hayes","403","ARC","412LAB","22429","1300","1440","2022-01-31","2022-05-13","False","True","False","False","False","False","False"
"Hayes","217","ARC","404LAB","24456","900","1220","2022-01-31","2022-05-13","False","False","False","True","False","False","False"
"Hayesc","05","ARC","404LAB","17689","900","1220","2022-01-31","2022-05-13","False","False","True","False","False","False","False"
"Hayes","217","ARC","404SEM","24450","900","1140","2022-01-31","2022-05-13","False","True","False","False","False","False","False"
"Hayes","401","ARC","404SEM","19282","1400","1640","2022-01-31","2022-05-13","False","False","False","True","False","False","False"
"Hayes","327","ARC","404SEM","18724","1300","1540","2022-01-31","2022-05-13","False","False","False","True","False","False","False"
"Hayes","402","ARC","404SEM","21187","900","1140","2022-01-31","2022-05-13","False","False","False","False","False","True","False"
"Baldy","109","ARI","102LEC","14812","1000","1205","2022-01-31","2022-05-13","False","False","True","False","True","False","False"
"Baldy","114","ARI","102LEC","19843","1230","1435","2022-01-31","2022-05-13","False","False","True","False","True","False","False"
"Baldy","126","ARI","102LEC","19844","1700","1905","2022-01-31","2022-05-13","False","False","True","False","True","False","False"
"CFA","B23","ART","120LAB","19155","900","1130","2022-01-31","2022-05-13","False","True","False","True","False","False","False"
"CFA","B23","ART","120LAB","19157","1230","1500","2022-01-31","2022-05-13","False","False","True","False","True","False","False"
"CFA","B23","ART","120LAB","23870","1515","1745","2022-01-31","2022-05-13","False","True","False","True","False","False","False"
"CFA","218","ART","111LAB","19158","1230","1500","2022-01-31","2022-05-13","False","False","True","False","True","False","False"
"CFA","208","ART","111LAB","19159","1230","1500","2022-01-31","2022-05-13","False","True","False","True","False","False","False"
"CFA","208","ART","111LAB","22452","900","1130","2022-01-31","2022-05-13","False","False","True","False","True","False","False"
"CFA","210","ART","105LAB","14866","900","1130","2022-01-31","2022-05-13","False","True","False","True","False","False","False"
"CFA","210","ART","105LAB","23873","1230","1500","2022-01-31","2022-05-13","False","True","False","True","False","False","False"
"CFA","210","ART","105LAB","14725","1230","1500","2022-01-31","2022-05-13","False","False","True","False","True","False","False"
"CFA","146","ART","309LAB","24593","1515","1745","2022-01-31","2022-05-13","False","True","False","True","False","False","False"
"CFA","B24","ART","333LAB","17412","900","1130","2022-01-31","2022-05-13","System.Object[]","System.Object[]","System.Object[]","System.Object[]","System.Object[]","System.Object[]","System.Object[]"
"CFA","136","ART","475SEM","19854","1800","2040","2022-01-31","2022-05-13","False","False","False","True","False","False","False"
"CFA","118","ART","354LAB","23690","900","1130","2022-01-31","2022-05-13","False","False","True","False","True","False","False"
"CFA","118","ART","362LAB","24335","1515","1645","2022-01-31","2022-05-13","False","False","True","False","True","False","False"
"Hoch","359","ART","331LLB","23686","1230","1350","2022-01-31","2022-05-13","False","False","False","False","True","False","False"
"CFA","208","ART","331LLB","23687","1230","1350","2022-01-31","2022-05-13","False","False","False","False","True","False","False"
"Hoch","359","ART","331LLB","23688","1400","1520","2022-01-31","2022-05-13","False","False","False","False","True","False","False"
"CFA","208","ART","331LLB","23689","1400","1520","2022-01-31","2022-05-13","False","False","False","False","True","False","False"
"CFA","B14","ART","317LAB","13535","1230","1500","2022-01-31","2022-05-13","False","True","False","True","False","False","False"
"Bell","325","ART","494LAB","13901","1515","1745","2022-01-31","2022-05-13","False","False","True","False","True","False","False"
"CFA","B13","ART","473LAB","16721","1530","2030","2022-01-31","2022-05-13","False","True","False","False","False","False","False"
"CFA","203","ART","231LAB","18275","900","1130","2022-01-31","2022-05-13","False","False","True","False","True","False","False"
"CFA","B37","ART","259LAB","23876","900","1130","2022-01-31","2022-05-13","False","True","False","True","False","False","False"
"Alumni","90","ART","199SEM","22950","930","1050","2022-01-31","2022-05-13","False","False","True","False","True","False","False"
"CFA","213","ART","220LAB","14699","1230","1500","2022-01-31","2022-05-13","False","False","True","False","True","False","False"
"CFA","213","ART","220LAB","23875","900","1130","2022-01-31","2022-05-13","False","True","False","True","False","False","False"
"CFA","213","ART","220LAB","14752","1515","1745","2022-01-31","2022-05-13","False","False","True","False","True","False","False"
"CFA","218","ART","307LAB","14140","1230","1500","2022-01-31","2022-05-13","False","True","False","True","False","False","False"
"CFA","218","ART","308LAB","19827","900","1130","2022-01-31","2022-05-13","False","True","False","True","False","False","False"
"CFA","B37","ART","302LAB","17748","1230","1500","2022-01-31","2022-05-13","False","False","True","False","True","False","False"
"CFA","146","ART","320LAB","13552","1230","1500","2022-01-31","2022-05-13","False","True","False","True","False","False","False"
"CFA","203","ART","310LAB","14939","900","1130","2022-01-31","2022-05-13","False","True","False","True","False","False","False"
"CFA","220","ART","311LAB","14282","1515","1745","2022-01-31","2022-05-13","False","True","False","True","False","False","False"
"CFA","136","ART","321LAB","23877","1515","1745","2022-01-31","2022-05-13","False","True","False","True","False","False","False"
"CFA","B14","ART","329LAB","23281","1230","1500","2022-01-31","2022-05-13","False","False","True","False","True","False","False"
"CFA","203","ART","301LAB","13481","1230","1500","2022-01-31","2022-05-13","False","False","True","False","True","False","False"
"CFA","203","ART","301LAB","20902","1230","1500","2022-01-31","2022-05-13","False","True","False","True","False","False","False"
"CFA","220","ART","312LAB","14236","1515","1745","2022-01-31","2022-05-13","False","True","False","True","False","False","False"
"CFA","B38","ART","341LAB","19824","1230","1500","2022-01-31","2022-05-13","False","True","False","True","False","False","False"
"CFA","117","ART","313LAB","14832","1230","1500","2022-01-31","2022-05-13","False","True","False","True","False","False","False"
"CFA","117","ART","313LAB","19267","900","1130","2022-01-31","2022-05-13","False","True","False","True","False","False","False"
"CFA","117","ART","313LAB","16503","1230","1500","2022-01-31","2022-05-13","False","False","True","False","True","False","False"
"CFA","136","ART","322LAB","20044","900","1130","2022-01-31","2022-05-13","False","True","False","True","False","False","False"
"CFA","B14","ART","330LAB","23684","1230","1500","2022-01-31","2022-05-13","False","False","True","False","True","False","False"
"CFA","136","ART","303LAB","24362","1800","2030","2022-01-31","2022-05-13","False","False","True","False","True","False","False"
"CFA","136","ART","303LAB","14744","1230","1500","2022-01-31","2022-05-13","False","False","True","False","True","False","False"
"CFA","146","ART","303LAB","14716","1800","2030","2022-01-31","2022-05-13","False","True","False","True","False","False","False"
"CFA","218","ART","207LAB","20900","900","1130","2022-01-31","2022-05-13","False","False","True","False","True","False","False"
"CFA","B14","ART","429LAB","23282","1230","1500","2022-01-31","2022-05-13","False","False","True","False","True","False","False"
"CFA","B14","ART","430LAB","23272","1230","1500","2022-01-31","2022-05-13","False","False","True","False","True","False","False"
"CFA","132","ART","422LAB","23693","900","1130","2022-01-31","2022-05-13","False","False","True","False","True","False","False"
"CFA","132","ART","419LAB","20909","1800","2030","2022-01-31","2022-05-13","False","False","True","False","True","False","False"
"CFA","220","ART","411LAB","13678","1515","1745","2022-01-31","2022-05-13","False","True","False","True","False","False","False"
"CFA","220","ART","412LAB","14233","1515","1745","2022-01-31","2022-05-13","False","True","False","True","False","False","False"
"CFA","146","ART","415LAB","24496","1515","1805","2022-01-31","2022-05-13","False","False","True","False","False","False","False"
"CFA","B14","ART","415LAB","22683","1515","1745","2022-01-31","2022-05-13","False","False","True","False","True","False","False"
"CFA","136","ART","381LAB","23692","1230","1500","2022-01-31","2022-05-13","False","True","False","True","False","False","False"
"CFA","118","ART","370LAB","24334","900","1130","2022-01-31","2022-05-13","False","True","False","True","False","False","False"
"Talbrt","107","AS","374LEC","24357","1500","1620","2022-01-31","2022-05-13","False","True","False","True","False","False","False"
"Park","532","AS","492SEM","23746","1300","1540","2022-01-31","2022-05-13","False","True","False","False","False","False","False"
"Norton","218","AS","333LEC","23709","1900","2140","2022-01-31","2022-05-13","False","False","True","False","False","False","False"
"Obrian","25","AS","364LEC","24108","1530","1650","2022-01-31","2022-05-13","False","False","True","False","True","False","False"
"Academ","317","AS","229LEC","23713","1100","1340","2022-01-31","2022-05-13","False","False","False","True","False","False","False"
"Baldy","108","AS","182LR","22862","1000","1050","2022-01-31","2022-05-13","False","False","False","False","False","True","False"
"Park","146","AS","182LR","22863","1400","1450","2022-01-31","2022-05-13","False","False","False","False","False","True","False"
"Park","146","AS","182LR","22864","1200","1250","2022-01-31","2022-05-13","False","False","False","False","False","True","False"
"Cooke","121","AS","182LR","20869","1100","1150","2022-01-31","2022-05-13","False","False","True","False","True","False","False"
"Clemen","19","AS","410LEC","18543","1100","1220","2022-01-31","2022-05-13","False","False","True","False","True","False","False"
"Talbrt","113","AS","380LEC","19816","1000","1120","2022-01-31","2022-05-13","False","True","False","True","False","False","False"
"Park","148","ASL","211LEC","19851","1100","1220","2022-01-31","2022-05-13","False","True","False","True","False","False","False"
"Park","146","ASL","102LEC","16843","930","1135","2022-01-31","2022-05-13","False","True","False","True","False","False","False"
"Park","148","ASL","102LEC","23912","1530","1735","2022-01-31","2022-05-13","False","False","True","False","True","False","False"
"Park","148","ASL","102LEC","20363","930","1135","2022-01-31","2022-05-13","False","False","True","False","True","False","False"
"Park","148","ASL","102LEC","22512","1230","1435","2022-01-31","2022-05-13","False","False","True","False","True","False","False"
"Park","146","ASL","102LEC","16844","1230","1435","2022-01-31","2022-05-13","False","True","False","True","False","False","False"
"Park","146","ASL","102LEC","21017","1530","1735","2022-01-31","2022-05-13","False","True","False","True","False","False","False"
"Park","146","ASL","102LEC","16845","930","1135","2022-01-31","2022-05-13","False","False","True","False","True","False","False"
"Park","146","ASL","102LEC","22513","1230","1435","2022-01-31","2022-05-13","False","False","True","False","True","False","False"
"Park","152","ASL","102LEC","19849","930","1135","2022-01-31","2022-05-13","False","True","False","True","False","False","False"
"Park","152","ASL","102LEC","16846","1230","1435","2022-01-31","2022-05-13","False","True","False","True","False","False","False"
"Park","148","ASL","102LEC","19850","1230","1435","2022-01-31","2022-05-13","False","True","False","True","False","False","False"
"Park","148","ASL","102LEC","20362","1530","1735","2022-01-31","2022-05-13","False","True","False","True","False","False","False"
"Park","148","ASL","204LEC","17452","930","1050","2022-01-31","2022-05-13","False","True","False","True","False","False","False"
"Park","152","ASL","411LEC","22514","1100","1220","2022-01-31","2022-05-13","False","False","True","False","True","False","False"
"955","Mai","BCH","498TUT","18287","0","0","2022-01-31","2022-05-13","System.Object[]","System.Object[]","System.Object[]","System.Object[]","System.Object[]","System.Object[]","System.Object[]"
"Biores","540","BCH","498TUT","10919","0","0","2022-01-31","2022-05-13","System.Object[]","System.Object[]","System.Object[]","System.Object[]","System.Object[]","System.Object[]","System.Object[]"
"Cary","03","BCH","498TUT","12649","0","0","2022-01-31","2022-05-13","System.Object[]","System.Object[]","System.Object[]","System.Object[]","System.Object[]","System.Object[]","System.Object[]"
"955","Mai","BCH","498TUT","11674","0","0","2022-01-31","2022-05-13","System.Object[]","System.Object[]","System.Object[]","System.Object[]","System.Object[]","System.Object[]","System.Object[]"
"Arr","Arr","BCH","498TUT","11463","0","0","2022-01-31","2022-05-13","System.Object[]","System.Object[]","System.Object[]","System.Object[]","System.Object[]","System.Object[]","System.Object[]"
"955","Mai","BCH","498TUT","10944","0","0","2022-01-31","2022-05-13","System.Object[]","System.Object[]","System.Object[]","System.Object[]","System.Object[]","System.Object[]","System.Object[]"
"Biores","356","BCH","498TUT","12137","0","0","2022-01-31","2022-05-13","System.Object[]","System.Object[]","System.Object[]","System.Object[]","System.Object[]","System.Object[]","System.Object[]"
"955","Mai","BCH","498TUT","11761","0","0","2022-01-31","2022-05-13","System.Object[]","System.Object[]","System.Object[]","System.Object[]","System.Object[]","System.Object[]","System.Object[]"
"955","Mai","BCH","498TUT","12238","0","0","2022-01-31","2022-05-13","System.Object[]","System.Object[]","System.Object[]","System.Object[]","System.Object[]","System.Object[]","System.Object[]"
"Dfn","147","BCH","410LEC","18965","900","950","2022-01-31","2022-05-13","System.Object[]","System.Object[]","System.Object[]","System.Object[]","System.Object[]","System.Object[]","System.Object[]"
"Remote",,"BCH","408SEM","11613","1300","1450","2022-01-31","2022-05-13","False","False","False","True","False","False","False"
"Dfn","206","BCH","404SEM","18289","1400","1520","2022-01-31","2022-05-13","False","True","False","True","False","False","False"
"Clemen","102","BE","455LEC","17228","900","1150","2022-01-31","2022-05-13","False","True","False","False","False","False","False"
"Obrian","210","BE","450LEC","17227","830","1120","2022-01-31","2022-05-13","False","False","False","False","False","True","False"
"Alumni","97","BE","494SEM","22424","1500","1750","2022-01-31","2022-05-13","False","False","False","True","False","False","False"
"Arr","Arr","BE","499TUT","18121","0","0","2022-01-31","2022-05-13","False","False","False","False","False","False","False"
"Arr","Arr","BE","499TUT","18081","0","0","2022-01-31","2022-05-13","False","False","False","False","False","False","False"
"Arr","Arr","BE","499TUT","18174","0","0","2022-01-31","2022-05-13","False","False","False","False","False","False","False"
"Arr","Arr","BE","499TUT","16883","0","0","2022-01-31","2022-05-13","False","False","False","False","False","False","False"
"Arr","Arr","BE","499TUT","15319","0","0","2022-01-31","2022-05-13","False","False","False","False","False","False","False"
"Arr","Arr","BE","499TUT","15325","0","0","2022-01-31","2022-05-13","False","False","False","False","False","False","False"
"Arr","Arr","BE","499TUT","15320","0","0","2022-01-31","2022-05-13","False","False","False","False","False","False","False"
"Arr","Arr","BE","499TUT","15318","0","0","2022-01-31","2022-05-13","False","False","False","False","False","False","False"
"Arr","Arr","BE","499TUT","15317","0","0","2022-01-31","2022-05-13","False","False","False","False","False","False","False"
"Arr","Arr","BE","498TUT","21510","0","0","2022-01-31","2022-05-13","False","False","False","False","False","False","False"
"Arr","Arr","BE","498TUT","23347","0","0","2022-01-31","2022-05-13","False","False","False","False","False","False","False"
"Arr","Arr","BE","498TUT","19285","0","0","2022-01-31","2022-05-13","False","False","False","False","False","False","False"
"Arr","Arr","BE","498TUT","19601","0","0","2022-01-31","2022-05-13","False","False","False","False","False","False","False"
"Arr","Arr","BE","498TUT","19127","0","0","2022-01-31","2022-05-13","False","False","False","False","False","False","False"
